seed,size_a,size_e,avg_applicant_rank_a_opt,avg_employer_rank_a_opt,avg_applicant_rank_e_opt,avg_employer_rank_e_opt,pairs_changed,blocking_a_opt,blocking_e_opt,correlation_score,trial
30103,30,30,6.233333333333333,4.2,6.233333333333333,4.2,0,0,0,0.08856355398893356,61
30104,30,30,5.633333333333334,4.233333333333333,5.633333333333334,4.233333333333333,0,0,0,0.07945103198289871,62
30105,30,30,5.566666666666666,3.8,5.566666666666666,3.8,0,0,0,0.08436187356710434,63
30106,30,30,6.366666666666666,3.466666666666667,6.366666666666666,3.466666666666667,0,0,0,0.10603697597980499,64
30107,30,30,5.0,3.8666666666666667,5.0,3.8666666666666667,0,0,0,0.0845957025885582,65
30108,30,30,6.533333333333333,3.6333333333333333,6.533333333333333,3.6333333333333333,0,0,0,0.09819468855857849,66
30109,30,30,5.4,3.1333333333333333,5.4,3.1333333333333333,0,0,0,0.09988667070865631,67
30110,30,30,5.8,2.433333333333333,5.8,2.433333333333333,0,0,0,0.1036209836602211,68
30111,30,30,4.266666666666667,3.3333333333333335,4.266666666666667,3.3333333333333335,0,0,0,0.091849684715271,69
30112,30,30,6.566666666666666,5.033333333333333,6.933333333333334,4.433333333333334,3,0,0,0.09564065933227539,70
30113,30,30,7.033333333333333,4.1,7.033333333333333,4.1,0,0,0,0.10316227376461029,71
30114,30,30,5.166666666666667,4.066666666666666,5.166666666666667,4.066666666666666,0,0,0,0.07760446518659592,72
30115,30,30,7.366666666666666,3.8,7.9,3.2333333333333334,2,0,0,0.12586970627307892,73
30116,30,30,7.266666666666667,3.933333333333333,7.266666666666667,3.933333333333333,0,0,0,0.11642977595329285,74
30117,30,30,6.766666666666667,5.166666666666667,7.233333333333333,4.766666666666667,4,0,0,0.0982803925871849,75
30118,30,30,5.033333333333333,4.0,5.033333333333333,4.0,0,0,0,0.07360310107469559,76
30119,30,30,5.733333333333333,5.433333333333334,5.733333333333333,5.433333333333334,0,0,0,0.06924857199192047,77
30120,30,30,5.033333333333333,4.333333333333333,5.033333333333333,4.333333333333333,0,0,0,0.07163466513156891,78
30121,30,30,6.9,5.6,6.9,5.6,0,0,0,0.10865823179483414,79
30122,30,30,6.833333333333333,3.8666666666666667,6.833333333333333,3.8666666666666667,0,0,0,0.10305632650852203,80
30123,30,30,4.4,4.066666666666666,4.4,4.066666666666666,0,0,0,0.08525151014328003,81
30124,30,30,6.333333333333333,3.6333333333333333,6.333333333333333,3.6333333333333333,0,0,0,0.08999499678611755,82
30125,30,30,6.766666666666667,3.533333333333333,6.766666666666667,3.533333333333333,0,0,0,0.08292075246572495,83
30126,30,30,5.1,5.6,5.7,4.7,3,0,0,0.08001978695392609,84
30127,30,30,5.4,4.3,5.4,4.3,0,0,0,0.08581129461526871,85
30128,30,30,7.2,4.766666666666667,7.766666666666667,3.933333333333333,4,0,0,0.09779155254364014,86
30129,30,30,5.566666666666666,3.8666666666666667,5.566666666666666,3.8666666666666667,0,0,0,0.07589837908744812,87
30130,30,30,6.533333333333333,4.6,6.533333333333333,4.6,0,0,0,0.09787055104970932,88
30131,30,30,6.0,3.2,6.1,2.6,2,0,0,0.10842053592205048,89
30132,30,30,5.4,4.233333333333333,5.4,4.233333333333333,0,0,0,0.08901502937078476,90
30133,30,30,7.0,3.566666666666667,7.0,3.566666666666667,0,0,0,0.12571902573108673,91
30134,30,30,7.066666666666666,3.066666666666667,7.066666666666666,3.066666666666667,0,0,0,0.1108216792345047,92
30135,30,30,5.566666666666666,3.533333333333333,5.566666666666666,3.533333333333333,0,0,0,0.09918135404586792,93
30136,30,30,7.1,4.566666666666666,7.1,4.566666666666666,0,0,0,0.12041214853525162,94
30137,30,30,6.566666666666666,4.133333333333334,6.566666666666666,4.133333333333334,0,0,0,0.09468258917331696,95
30138,30,30,6.066666666666666,5.766666666666667,6.133333333333334,5.1,2,0,0,0.10102375596761703,96
30139,30,30,5.233333333333333,4.9,5.9,4.033333333333333,3,0,0,0.07945355027914047,97
30140,30,30,4.766666666666667,4.966666666666667,5.6,4.3,3,0,0,0.0742277279496193,98
30141,30,30,5.8,3.3666666666666667,5.866666666666666,2.933333333333333,2,0,0,0.09769318252801895,99
35042,35,30,6.5,3.0,6.5,3.0,0,0,0,0.12332942336797714,0
35043,35,30,4.5,2.6666666666666665,4.5,2.6666666666666665,0,0,0,0.08798230439424515,1
35044,35,30,5.066666666666666,2.2333333333333334,5.133333333333334,2.1666666666666665,2,0,0,0.09738938510417938,2
35045,35,30,4.466666666666667,2.966666666666667,4.466666666666667,2.966666666666667,0,0,0,0.09119755029678345,3
